"tract","Name","Employment_Rate_rP_gP_p25"
24510150800,"Garwyn Oaks, Baltimore, MD",0.7335
24510260402,"Frankford, Baltimore, MD",0.7335
24510140100,"Bolton Hill, Baltimore, MD",0.7335
24510270804,"Lake Walker, Baltimore, MD",0.7332
24005420100,"Dundalk, MD",0.7331
24003731105,"Arnold, MD",0.7327
24027601107,"Waterloo, Elkridge, MD",0.7323
24510150500,"Burleith-Leighton, Baltimore, MD",0.7323
24003730504,"South Gate, Millersville, MD",0.7321
24005401101,"Woodlawn, MD",0.7319
24005492102,"Parkville, MD",0.7318
24005411408,"Nottingham, MD",0.7316
24510120500,"Greenmount West, Baltimore, MD",0.7312
24005451300,"Middle River, MD",0.7311
24005491402,"Parkville, MD",0.7306
24005490500,"Towson, MD",0.7305
24510150701,"Hanlon Longwood, Baltimore, MD",0.7299
24027606607,"Long Reach, Columbia, MD",0.7299
24510271002,"Winston - Govans, Baltimore, MD",0.7298
24510040200,"Downtown, Baltimore, MD",0.7297
24005401000,"Catonsville, MD",0.7293
24003730604,"Severna Park, MD",0.7292
24005411407,"Parkville, MD",0.7289
24005441102,"Rosedale, MD",0.7289
24005421300,"Dundalk, MD",0.7286
24510271101,"Radnor - Winston, Baltimore, MD",0.7286
24005402302,"Windsor Mill, Milford Mill, MD",0.7281
24031701317,"Brookeville, MD",0.728
24510010400,"Canton, Baltimore, MD",0.7279
24510120201,"Baltimore, MD",0.7278
24003750300,"Linthicum Heights, MD",0.7277
24510200800,"Irvington, Baltimore, MD",0.7276
24005403401,"Pikesville, MD",0.7276
24510080600,"Broadway East, Baltimore, MD",0.7276
24027606901,"Savage, Jessup, MD",0.7274
24005402404,"Gwynn Oak, Lochearn, MD",0.7273
24033806900,"Hollywood, College Park, MD",0.7272
24025301401,"Harford County, MD",0.7268
24005404900,"Owings Mills, MD",0.7268
24025303300,"Fallston, MD",0.7268
24005402307,"Pikesville, MD",0.7268
24005408304,"Cockeysville, MD",0.7265
24005451803,"Middle River, MD",0.7259
24510200702,"Saint Joseph's, Baltimore, MD",0.7254
24003730502,"South Gate, Glen Burnie, MD",0.7253
24005491202,"Towson, MD",0.7253
24033800102,"Laurel, MD",0.725
24003731307,"Pasadena, MD",0.7249
24510250203,"Cherry Hill, Baltimore, MD",0.7247
24005408502,"Lutherville, Lutherville-Timonium, MD",0.7245
24027602202,"Ellicott City, MD",0.7244
24510280302,"West Forest Park, Baltimore, MD",0.7241
24005491701,"Parkville, MD",0.7237
24510150900,"Windsor Hills, Baltimore, MD",0.7233
24510010500,"Upper Fells Point, Baltimore, MD",0.7226
24003702208,"Crofton, MD",0.7221
24003730505,"South Gate, Glen Burnie, MD",0.722
24005451100,"Essex, MD",0.722
24005420302,"Dundalk, MD",0.7218
24003751500,"Laurel, MD",0.7217
24510250204,"Cherry Hill, Baltimore, MD",0.7217
24510130300,"Penn North, Baltimore, MD",0.7216
24025301702,"Belcamp, MD",0.7215
24003750203,"Baltimore, MD",0.7215
24510020300,"Fells Point, Baltimore, MD",0.7214
24033800402,"Bowie, MD",0.7213
24510200701,"Allendale, Baltimore, MD",0.721
24005421000,"Dundalk, MD",0.7204
24510030100,"Perkins Homes, Baltimore, MD",0.7203
24005440500,"Nottingham, MD",0.7197
24510130806,"Woodberry, Baltimore, MD",0.7196
24510151000,"Dorchester, Baltimore, MD",0.7195
24025303605,"Bel Air, MD",0.7195
24033805700,"Hyattsville, MD",0.7195
24005402304,"Gwynn Oak, Baltimore, MD",0.7191
24510271600,"Edgecomb, Baltimore, MD",0.7191
24005402405,"Gwynn Oak, Baltimore, MD",0.7189
24510200400,"Shipley Hill, Baltimore, MD",0.7186
24027602304,"Ellicott City, MD",0.7185
24003750400,"Linthicum Heights, MD",0.7183
24510120300,"Harwood, Baltimore, MD",0.7182
24005401301,"Woodlawn, MD",0.7181
24510160600,"Mosher, Baltimore, MD",0.7181
24027602600,"Ellicott City, MD",0.7181
24510130400,"Woodbrook, Baltimore, MD",0.718
24510250102,"Yale Heights, Baltimore, MD",0.7179
24013505208,"Sykesville, MD",0.7178
24510270401,"Glenham-Belford, Baltimore, MD",0.7176
24005402506,"Randallstown, MD",0.7176
24031701422,"Silver Spring, MD",0.7173
24510271802,"Langston Hughes, Baltimore, MD",0.7173
24510090300,"Ednor Gardens - Lakeside, Baltimore, MD",0.7167
24013514201,"Sykesville, MD",0.7165
24005420701,"Dundalk, MD",0.7164
24005451600,"Middle River, MD",0.7164
24510280301,"Gwynn Oak, Baltimore, MD",0.7161
24510270803,"Loch Raven, Baltimore, MD",0.7161
24031701417,"Silver Spring, MD",0.716
24510271801,"Arlington, Baltimore, MD",0.7158
24005404404,"Reisterstown, MD",0.7157
24025302802,"Aberdeen, MD",0.7156
24510260203,"Frankford, Baltimore, MD",0.7155
24005450504,"Essex, MD",0.7155
24027606907,"Laurel, MD",0.7154
24510150600,"NW Community Action, Baltimore, MD",0.7151
24003730100,"Chestnut Hill Cove, Riviera Beach, MD",0.715
24005411307,"Nottingham, MD",0.7147
24510270701,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.7144
24003740303,"Severn, MD",0.7143
24027602900,"Normandy, Ellicott City, MD",0.7142
24510260700,"Fifteenth Street, Baltimore, MD",0.7141
24510260201,"Frankford, Baltimore, MD",0.7139
24005400600,"Catonsville, MD",0.7139
24005404101,"Owings Mills, MD",0.7138
24005401302,"Gwynn Oak, Baltimore, MD",0.7133
24029950500,"Rock Hall, MD",0.7132
24033800209,"Laurel, MD",0.7132
24025301301,"Harford County, MD",0.7128
24027605102,"Fulton, MD",0.7128
24510151300,"Central Park Heights, Baltimore, MD",0.7127
24005420900,"Dundalk, MD",0.7127
24005404102,"Owings Mills, MD",0.7126
24005440702,"Rosedale, MD",0.7124
24003730603,"Millersville, MD",0.7122
24510170300,"Upton, Baltimore, MD",0.7121
24005402603,"Randallstown, MD",0.7117
24005402503,"Randallstown, MD",0.7117
24005441000,"Baltimore, MD",0.7116
24003702100,"Crownsville, MD",0.7116
24510090700,"Coldstream - Homestead - Montebello, Baltimore, MD",0.7116
24510030200,"Little Italy, Baltimore, MD",0.7115
24005402407,"Windsor Mill, Milford Mill, MD",0.7114
24025304202,"Forest Hill, MD",0.7108
24510280404,"Irvington, Baltimore, MD",0.7108
24003740201,"South Gate, Glen Burnie, MD",0.7105
24510080101,"Belair - Edison, Baltimore, MD",0.7102
24510080102,"Belair - Edison, Baltimore, MD",0.7101
24510160802,"Edmondson, Baltimore, MD",0.71
24510271001,"Baltimore, MD",0.7099
24005451402,"Middle River, MD",0.7099
24005440300,"Nottingham, MD",0.7092
24510260605,"Medford - Broening, Baltimore, MD",0.7092
24005452100,"Sparrows Point, MD",0.7086
24510040100,"Downtown, Baltimore, MD",0.7085
24510160801,"Edmondson, Baltimore, MD",0.7085
24003730800,"Arnold, MD",0.7084
24510260403,"Cedonia, Baltimore, MD",0.7084
24510270102,"Waltherson, Baltimore, MD",0.7082
24003740800,"Gambrills, MD",0.7081
24031701900,"Takoma Park, MD",0.7078
24003751102,"Glen Burnie, MD",0.7075
24005451801,"Middle River, MD",0.707
24510150702,"Walbrook, Baltimore, MD",0.7061
24510090100,"Ednor Gardens - Lakeside, Baltimore, MD",0.7056
24025301302,"Edgewood, MD",0.7053
24005408601,"Lutherville-Timonium, MD",0.7052
24003730203,"Glen Burnie, MD",0.7051
24005440600,"Rosedale, MD",0.7043
24003731303,"Pasadena, MD",0.7041
24027602306,"Dunloggin, Ellicott City, MD",0.7039
24033800106,"Laurel, MD",0.7035
24510260101,"Cedmont, Baltimore, MD",0.7034
24510070100,"Baltimore, MD",0.7033
24510260303,"Claremont - Freedom, Baltimore, MD",0.7032
24510090500,"Better Waverly, Baltimore, MD",0.7032
24510160200,"Sandtown-Winchester, Baltimore, MD",0.7031
24003740304,"Odenton, MD",0.7031
24510280102,"Gwynn Oak, Baltimore, MD",0.7025
24005450501,"Essex, MD",0.7024
24510271400,"Evergreen, Baltimore, MD",0.7022
24035810600,"Queenstown, MD",0.7018
24013505101,"Sykesville, MD",0.7018
24025304201,"Fallston, MD",0.7011
24510270805,"Mid-Govans, Baltimore, MD",0.701
24005420800,"Dundalk, MD",0.7009
24005402201,"Randallstown, MD",0.7009
24003740900,"Odenton, MD",0.7
24510160300,"Sandtown-Winchester, Baltimore, MD",0.6999
24025303501,"Bel Air, MD",0.6992
24005450503,"Essex, MD",0.6992
24005408200,"Cockeysville, MD",0.6989
24510080400,"Broadway East, Baltimore, MD",0.6987
24005404202,"Owings Mills, MD",0.6986
24005400701,"Catonsville, MD",0.6981
24510020100,"Upper Fells Point, Baltimore, MD",0.698
24003702701,"Annapolis, MD",0.6977
24003750202,"Brooklyn Park, MD",0.6973
24510270101,"Arcadia, Baltimore, MD",0.6969
24510260202,"Parkside, Baltimore, MD",0.6969
24510271700,"Central Park Heights, Baltimore, MD",0.6966
24005440400,"Baltimore, MD",0.6965
24003751000,"Glen Burnie, MD",0.6958
24033800409,"Bowie, MD",0.6958
24510272004,"Cheswolde, Baltimore, MD",0.6956
24005490301,"Towson, MD",0.6952
24510160400,"Midtown Edmondson, Baltimore, MD",0.6952
24005440900,"Rosedale, MD",0.6952
24033800214,"Laurel, MD",0.6951
24510080700,"Broadway East, Baltimore, MD",0.6951
24510271900,"Glen, Baltimore, MD",0.6949
24510250103,"Violetville, Baltimore, MD",0.6946
24510270501,"Woodring, Baltimore, MD",0.6945
24510200200,"Lexington, Baltimore, MD",0.6944
24033807301,"College Park, MD",0.6944
24510170200,"McCulloh Homes, Baltimore, MD",0.6942
24005450800,"Essex, MD",0.6942
24031701408,"Spencerville, MD",0.6935
24510120100,"Tuscany - Canterbury, Baltimore, MD",0.6932
24510160500,"Bridgeview-Greenlawn, Baltimore, MD",0.693
24031701601,"Silver Spring, MD",0.6927
24510150200,"Sandtown-Winchester, Baltimore, MD",0.6924
24027601105,"Ellicott City, MD",0.6923
24510090400,"Better Waverly, Baltimore, MD",0.692
24003730402,"Glen Burnie, MD",0.692
24003730300,"Glen Burnie, MD",0.6919
24510160700,"Rosemont, Baltimore, MD",0.6919
24510090600,"Coldstream - Homestead - Montebello, Baltimore, MD",0.6911
24003750804,"Glen Burnie, MD",0.691
24510272006,"Glen, Baltimore, MD",0.6907
24031702402,"Silver Spring, MD",0.6905
24013504201,"Finksburg, MD",0.6903
24033805601,"Hyattsville, MD",0.6898
24005420301,"Dundalk, MD",0.6897
24005451802,"Middle River, MD",0.6897
24027602800,"Ellicott City, MD",0.6897
24005402604,"Randallstown, MD",0.6895
24005450400,"Essex, MD",0.6889
24005440100,"Baltimore, MD",0.6888
24005411302,"White Marsh, MD",0.6886
24510010200,"Patterson Park, Baltimore, MD",0.6884
24510150400,"Mondawmin, Baltimore, MD",0.6883
24005404800,"Reisterstown, MD",0.6883
24510090900,"Oliver, Baltimore, MD",0.6881
24510060200,"Baltimore, MD",0.6881
24025303502,"Bel Air, MD",0.6879
24510100100,"Johnson Square, Baltimore, MD",0.6879
24510270600,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.6879
24005451200,"Middle River, MD",0.6874
24005451500,"Middle River, MD",0.6874
24510280101,"Reisterstown Station, Baltimore, MD",0.687
24003750201,"Brooklyn, Baltimore, MD",0.6868
24005402303,"Windsor Mill, Baltimore, MD",0.6868
24025301107,"Abingdon, MD",0.6868
24033800411,"Glenn Dale, MD",0.6867
24510260800,"Baltimore Highlands, Baltimore, MD",0.6866
24013505102,"Sykesville, MD",0.6865
24005492300,"Essex, MD",0.6863
24510240300,"Riverside, Baltimore, MD",0.6863
24005420600,"Baltimore, MD",0.6862
24027605502,"Harper's Choice, Columbia, MD",0.6861
24005401504,"Catonsville, MD",0.6861
24005492600,"Parkville, MD",0.686
24510080200,"Broadway East, Baltimore, MD",0.6858
24005401200,"Woodlawn, MD",0.6857
24025301108,"Abingdon, MD",0.6856
24027601203,"Elkridge, MD",0.6855
24005440800,"Rosedale, MD",0.6852
24005430101,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.6852
24005411102,"Kingsville, MD",0.6849
24510080500,"Darley Park, Baltimore, MD",0.6846
24013505205,"Eldersburg, MD",0.6838
24003750801,"Glen Burnie, MD",0.6836
24003730401,"Glen Burnie, MD",0.6835
24005430900,"Baltimore, MD",0.6834
24005492002,"Parkville, MD",0.6831
24005440701,"Rosedale, MD",0.6826
24005400400,"Catonsville, MD",0.6826
24510260102,"Frankford, Baltimore, MD",0.6825
24510260301,"Belair - Edison, Baltimore, MD",0.6822
24003730901,"Annapolis, MD",0.6813
24033800203,"Laurel, MD",0.6799
24510090800,"East Baltimore Midway, Baltimore, MD",0.6798
24005420500,"Baltimore, MD",0.6797
24003750102,"Baltimore, MD",0.6796
24003750101,"Brooklyn Park, MD",0.6794
24031703208,"Silver Spring, MD",0.6788
24005401503,"Catonsville, MD",0.6784
24033807408,"Beltsville, MD",0.6777
24003702402,"Annapolis, MD",0.6775
24025301402,"Harford County, MD",0.6773
24510250206,"Morrell Park, Baltimore, MD",0.6769
24510130200,"Reservoir Hill, Baltimore, MD",0.6767
24510080800,"Broadway East, Baltimore, MD",0.6763
24005491500,"Parkville, MD",0.6762
24510250301,"Westport, Baltimore, MD",0.6758
24510180200,"Poppleton, Baltimore, MD",0.6757
24510250207,"Cherry Hill, Baltimore, MD",0.6755
24029950200,"Worton, MD",0.675
24510150100,"Sandtown-Winchester, Baltimore, MD",0.6748
24510070300,"Milton - Montford, Baltimore, MD",0.6746
24005410100,"Phoenix, MD",0.6742
24025301201,"Harford County, MD",0.674
24003740203,"Severn, MD",0.6737
24005450900,"Essex, MD",0.6735
24510250303,"Morrell Park, Baltimore, MD",0.6734
24005408704,"Mays Chapel, Lutherville-Timonium, MD",0.6732
24510250401,"Brooklyn, Baltimore, MD",0.6731
24027604001,"Woodbine, MD",0.6727
24510140200,"Upton, Baltimore, MD",0.6719
24510260900,"Baltimore, MD",0.6716
24005452500,"Dundalk, MD",0.6705
24510110200,"Downtown, Baltimore, MD",0.6703
24510070200,"Madison - Eastend, Baltimore, MD",0.6701
24510150300,"Coppin Heights, Baltimore, MD",0.67
24013504100,"Finksburg, MD",0.6694
24003731201,"Severna Park, MD",0.6693
24005452300,"Baltimore, MD",0.6685
24510080301,"Berea, Baltimore, MD",0.6684
24510260404,"Baltimore Highlands, Baltimore, MD",0.668
24005451401,"Middle River, MD",0.6669
24510130700,"Hampden, Baltimore, MD",0.6663
24025303400,"Fallston, MD",0.6662
24003731104,"Arnold, MD",0.6661
24510060300,"Butchers Hill, Baltimore, MD",0.666
24033807304,"Adelphi, MD",0.6656
24510070400,"Gay Street, Baltimore, MD",0.6645
24005408703,"Mays Chapel, Lutherville-Timonium, MD",0.6636
24005492200,"Parkville, MD",0.6636
24005420402,"Dundalk, MD",0.6632
24005430300,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.6631
24005408100,"Sparks Glencoe, MD",0.6626
24510160100,"Harlem Park, Baltimore, MD",0.6616
24005430400,"Halethorpe, MD",0.6614
24510250205,"Lakeland, Baltimore, MD",0.6613
24013508200,"Hampstead, MD",0.6611
24005491300,"Baltimore, MD",0.6602
24025301703,"Abingdon, MD",0.6601
24027602303,"Ellicott City, MD",0.6597
24005452000,"Sparrows Point, MD",0.6592
24510190100,"Franklin Square, Baltimore, MD",0.6589
24003740102,"Hanover, MD",0.6589
24510250402,"Brooklyn, Baltimore, MD",0.6587
24003751400,"Severn, MD",0.6577
24005403202,"Gwynn Oak, Baltimore, MD",0.6576
24003731309,"Riviera Beach, MD",0.6573
24510261100,"Canton, Baltimore, MD",0.6557
24005492001,"Parkville, MD",0.6557
24510200600,"Baltimore, MD",0.6555
24003751200,"Linthicum Heights, MD",0.654
24510271102,"Mid-Charles, Baltimore, MD",0.6537
24003731311,"Green Haven, Pasadena, MD",0.6536
24005491000,"Baltimore, MD",0.6535
24005430800,"Halethorpe, MD",0.6531
24005408505,"Lutherville-Timonium, MD",0.6526
24510261000,"Patterson Park, Baltimore, MD",0.6521
24003731202,"Pasadena, MD",0.6514
24025303802,"Bel Air, MD",0.6507
24510060100,"Patterson Park, Baltimore, MD",0.6507
24003750900,"Glen Burnie, MD",0.6504
24025303101,"Bel Air, MD",0.65
24025301602,"Edgewood, MD",0.6486
24510230200,"South Baltimore, Baltimore, MD",0.6478
24510272005,"Cross Country, Baltimore, MD",0.6478
24510180300,"Hollins Market, Baltimore, MD",0.6472
24510130100,"Reservoir Hill, Baltimore, MD",0.6467
24005491201,"Towson, MD",0.6462
24510180100,"Poppleton, Baltimore, MD",0.6453
24510010300,"Canton, Baltimore, MD",0.6442
24005403702,"Pikesville, MD",0.6432
24027606706,"Kendall Ridge, Columbia, MD",0.6428
24510260501,"Joseph Lee, Baltimore, MD",0.6425
24013514202,"Eldersburg, MD",0.6414
