"tract","Name","Employment_Rate_rP_gP_p50"
24025301108,"Abingdon, MD",0.7885
24027601108,"Ellicott City, MD",0.7884
24033807000,"College Park, MD",0.7883
24005492402,"Owings Mills, MD",0.7882
24005420302,"Dundalk, MD",0.7879
24031701601,"Silver Spring, MD",0.7879
24025302400,"Aberdeen, MD",0.7878
24025302200,"Aberdeen, MD",0.7877
24005452100,"Sparrows Point, MD",0.7874
24005403201,"Gwynn Oak, Lochearn, MD",0.7869
24510150900,"Windsor Hills, Baltimore, MD",0.7866
24025306500,"Aberdeen Proving Ground, MD",0.7866
24510260800,"Baltimore Highlands, Baltimore, MD",0.7866
24005403602,"Baltimore, MD",0.7866
24005491500,"Parkville, MD",0.7865
24510270301,"Lauraville, Baltimore, MD",0.7865
24013509001,"Westminster, MD",0.7865
24033800102,"Laurel, MD",0.7864
24031703210,"Silver Spring, MD",0.7863
24003740800,"Gambrills, MD",0.7859
24031701408,"Spencerville, MD",0.7859
24005411408,"Nottingham, MD",0.7858
24005402505,"Randallstown, MD",0.7852
24510220100,"Baltimore, MD",0.785
24025301202,"Bel Air, MD",0.785
24510270102,"Waltherson, Baltimore, MD",0.7847
24005403500,"Pikesville, MD",0.7847
24031702900,"Silver Spring, MD",0.7847
24005440500,"Nottingham, MD",0.7843
24005402506,"Randallstown, MD",0.7843
24005440900,"Rosedale, MD",0.7842
24510130806,"Woodberry, Baltimore, MD",0.7838
24005408704,"Mays Chapel, Lutherville-Timonium, MD",0.7836
24005451900,"Edgemere, MD",0.7835
24027602303,"Ellicott City, MD",0.7834
24005410200,"Phoenix, MD",0.7833
24510080302,"Berea, Baltimore, MD",0.7833
24031701418,"Silver Spring, MD",0.7831
24005404101,"Owings Mills, MD",0.7831
24003730604,"Severna Park, MD",0.783
24005408601,"Lutherville-Timonium, MD",0.7828
24005420900,"Dundalk, MD",0.7828
24005408302,"Lutherville-Timonium, MD",0.7827
24510151100,"East Arlington, Baltimore, MD",0.7826
24033800108,"Laurel, MD",0.7825
24033805907,"Hyattsville, MD",0.7825
24005402603,"Randallstown, MD",0.7824
24510080101,"Belair - Edison, Baltimore, MD",0.7822
24013507702,"Westminster, MD",0.7819
24510240200,"Riverside, Baltimore, MD",0.7818
24027605503,"Harper's Choice, Columbia, MD",0.7817
24510271600,"Edgecomb, Baltimore, MD",0.7816
24003740201,"South Gate, Glen Burnie, MD",0.7813
24510270803,"Loch Raven, Baltimore, MD",0.7812
24005492102,"Parkville, MD",0.7811
24027606907,"Laurel, MD",0.7808
24025304202,"Forest Hill, MD",0.7808
24005491000,"Baltimore, MD",0.7801
24013505102,"Sykesville, MD",0.7799
24005402407,"Windsor Mill, Milford Mill, MD",0.7798
24003702702,"Annapolis, MD",0.7798
24003730902,"Annapolis, MD",0.7795
24510270600,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.7795
24510270402,"Glenham-Belford, Baltimore, MD",0.7794
24005400400,"Catonsville, MD",0.779
24005451100,"Essex, MD",0.7787
24005451200,"Middle River, MD",0.7786
24027601204,"Elkridge, MD",0.7786
24005402404,"Gwynn Oak, Lochearn, MD",0.7785
24027605502,"Harper's Choice, Columbia, MD",0.7783
24005411101,"Kingsville, MD",0.7781
24033807305,"Adelphi, MD",0.7781
24003730100,"Chestnut Hill Cove, Riviera Beach, MD",0.778
24005402305,"Lochearn, Pikesville, MD",0.7779
24031701509,"Silver Spring, MD",0.7779
24003750201,"Brooklyn, Baltimore, MD",0.7778
24013508200,"Hampstead, MD",0.7775
24013505101,"Sykesville, MD",0.7774
24027606904,"Laurel, MD",0.7772
24005492401,"Owings Mills, MD",0.7772
24033807405,"Beltsville, MD",0.777
24510200701,"Allendale, Baltimore, MD",0.777
24005401301,"Woodlawn, MD",0.7767
24003740701,"Odenton, MD",0.7766
24510260102,"Frankford, Baltimore, MD",0.7765
24510080600,"Broadway East, Baltimore, MD",0.7765
24003702208,"Crofton, MD",0.7764
24005451300,"Middle River, MD",0.7764
24003731105,"Arnold, MD",0.7764
24005402509,"Owings Mills, MD",0.7764
24027601105,"Ellicott City, MD",0.7764
24025301702,"Belcamp, MD",0.7761
24003750801,"Glen Burnie, MD",0.776
24003706600,"Annapolis, MD",0.7758
24033807408,"Beltsville, MD",0.7756
24510010300,"Canton, Baltimore, MD",0.7753
24005490400,"Towson, MD",0.7753
24027606707,"Columbia, MD",0.7753
24005402504,"Randallstown, MD",0.7751
24005408506,"Cockeysville, MD",0.7751
24510080700,"Broadway East, Baltimore, MD",0.775
24510120201,"Baltimore, MD",0.7747
24033807304,"Adelphi, MD",0.7747
24005491100,"Baltimore, MD",0.7745
24510150500,"Burleith-Leighton, Baltimore, MD",0.7744
24003702701,"Annapolis, MD",0.7743
24005402503,"Randallstown, MD",0.7743
24005411302,"White Marsh, MD",0.7743
24005408200,"Cockeysville, MD",0.7742
24005490301,"Towson, MD",0.7738
24033807301,"College Park, MD",0.7738
24005401503,"Catonsville, MD",0.7737
24510160400,"Midtown Edmondson, Baltimore, MD",0.7737
24510260605,"Medford - Broening, Baltimore, MD",0.7737
24003702204,"Crofton, MD",0.7735
24003731303,"Pasadena, MD",0.7735
24510261100,"Canton, Baltimore, MD",0.7734
24510280403,"Westgate, Baltimore, MD",0.7733
24005451802,"Middle River, MD",0.7732
24031702200,"Silver Spring, MD",0.7732
24005420701,"Dundalk, MD",0.773
24005420500,"Baltimore, MD",0.773
24033800409,"Bowie, MD",0.7728
24027602900,"Normandy, Ellicott City, MD",0.7726
24005408703,"Mays Chapel, Lutherville-Timonium, MD",0.7725
24033800214,"Laurel, MD",0.7722
24005441102,"Rosedale, MD",0.7722
24005440100,"Baltimore, MD",0.772
24005491402,"Parkville, MD",0.7719
24003730800,"Arnold, MD",0.7719
24005440400,"Baltimore, MD",0.7719
24013507802,"Westminster, MD",0.7718
24003730603,"Millersville, MD",0.7716
24005408304,"Cockeysville, MD",0.7716
24510080102,"Belair - Edison, Baltimore, MD",0.7716
24003740303,"Severn, MD",0.7714
24033800109,"Laurel, MD",0.7714
24027601107,"Waterloo, Elkridge, MD",0.7713
24005402405,"Gwynn Oak, Baltimore, MD",0.7712
24510010200,"Patterson Park, Baltimore, MD",0.7709
24005402302,"Windsor Mill, Milford Mill, MD",0.7705
24025303502,"Bel Air, MD",0.7704
24005403803,"Pikesville, MD",0.7704
24025303400,"Fallston, MD",0.7703
24005411308,"Nottingham, MD",0.7702
24003750803,"Glen Burnie, MD",0.77
24005408800,"Lutherville-Timonium, MD",0.7699
24005420702,"Dundalk, MD",0.7699
24510280302,"West Forest Park, Baltimore, MD",0.7697
24510280404,"Irvington, Baltimore, MD",0.7695
24025302902,"Aberdeen, MD",0.7686
24510120300,"Harwood, Baltimore, MD",0.768
24510070100,"Baltimore, MD",0.7679
24005401200,"Woodlawn, MD",0.7679
24033807410,"Beltsville, MD",0.7677
24005401102,"Gwynn Oak, Woodlawn, MD",0.7676
24005420100,"Dundalk, MD",0.7675
24013514201,"Sykesville, MD",0.7674
24005452000,"Sparrows Point, MD",0.7668
24003731203,"Severna Park, MD",0.7667
24003740900,"Odenton, MD",0.7666
24005401302,"Gwynn Oak, Baltimore, MD",0.7666
24005408505,"Lutherville-Timonium, MD",0.7665
24005492002,"Parkville, MD",0.7663
24510260302,"Belair - Edison, Baltimore, MD",0.7662
24003750300,"Linthicum Heights, MD",0.7662
24510260900,"Baltimore, MD",0.7659
24005404102,"Owings Mills, MD",0.7658
24005404800,"Reisterstown, MD",0.7658
24005410100,"Phoenix, MD",0.7656
24003731202,"Pasadena, MD",0.7653
24005400100,"Catonsville, MD",0.7651
24025303605,"Bel Air, MD",0.7651
24003731307,"Pasadena, MD",0.765
24031702301,"Silver Spring, MD",0.7649
24027606706,"Kendall Ridge, Columbia, MD",0.7648
24013505205,"Eldersburg, MD",0.7648
24031702401,"Silver Spring, MD",0.7647
24510090100,"Ednor Gardens - Lakeside, Baltimore, MD",0.7647
24013505208,"Sykesville, MD",0.7647
24005402604,"Randallstown, MD",0.7644
24510130600,"Hampden, Baltimore, MD",0.7641
24027602202,"Ellicott City, MD",0.7639
24013504201,"Finksburg, MD",0.7639
24510100100,"Johnson Square, Baltimore, MD",0.7637
24003730300,"Glen Burnie, MD",0.7636
24005490900,"Towson, MD",0.7633
24003751102,"Glen Burnie, MD",0.7633
24005441000,"Baltimore, MD",0.7629
24003731201,"Severna Park, MD",0.7629
24510010400,"Canton, Baltimore, MD",0.7629
24005491202,"Towson, MD",0.7629
24033800209,"Laurel, MD",0.7628
24003740304,"Odenton, MD",0.7626
24025301301,"Harford County, MD",0.7625
24035810600,"Queenstown, MD",0.7622
24025301302,"Edgewood, MD",0.7622
24510090400,"Better Waverly, Baltimore, MD",0.7619
24005401504,"Catonsville, MD",0.7619
24005408100,"Sparks Glencoe, MD",0.7618
24033800411,"Glenn Dale, MD",0.7616
24033806900,"Hollywood, College Park, MD",0.7616
24005420301,"Dundalk, MD",0.7613
24005490603,"Baltimore, MD",0.7613
24510250204,"Cherry Hill, Baltimore, MD",0.7611
24003730901,"Annapolis, MD",0.7609
24003751400,"Severn, MD",0.7609
24510260203,"Frankford, Baltimore, MD",0.7606
24005450400,"Essex, MD",0.7605
24027602800,"Ellicott City, MD",0.7604
24005451801,"Middle River, MD",0.7603
24005402406,"Windsor Mill, Milford Mill, MD",0.7603
24005402602,"Randallstown, MD",0.7598
24005420401,"Dundalk, MD",0.7598
24510200100,"Lexington, Baltimore, MD",0.7595
24005420600,"Baltimore, MD",0.7595
24005440800,"Rosedale, MD",0.7592
24025301602,"Edgewood, MD",0.7592
24005450503,"Essex, MD",0.7591
24510260202,"Parkside, Baltimore, MD",0.759
24510250102,"Yale Heights, Baltimore, MD",0.7589
24510271400,"Evergreen, Baltimore, MD",0.7588
24029950200,"Worton, MD",0.7586
24005404202,"Owings Mills, MD",0.7582
24510120100,"Tuscany - Canterbury, Baltimore, MD",0.7582
24003731104,"Arnold, MD",0.7582
24003730203,"Glen Burnie, MD",0.7581
24027604001,"Woodbine, MD",0.758
24510250402,"Brooklyn, Baltimore, MD",0.758
24003751500,"Laurel, MD",0.7577
24510151000,"Dorchester, Baltimore, MD",0.7576
24510150701,"Hanlon Longwood, Baltimore, MD",0.7573
24005491201,"Towson, MD",0.7569
24510271802,"Langston Hughes, Baltimore, MD",0.7567
24005420200,"Dundalk, MD",0.7566
24005421000,"Dundalk, MD",0.7564
24025301107,"Abingdon, MD",0.7563
24003731309,"Riviera Beach, MD",0.7561
24005440600,"Rosedale, MD",0.7561
24003702402,"Annapolis, MD",0.7561
24003730505,"South Gate, Glen Burnie, MD",0.7559
24003751103,"Glen Burnie, MD",0.7556
24005490500,"Towson, MD",0.7556
24025301201,"Harford County, MD",0.7555
24510090700,"Coldstream - Homestead - Montebello, Baltimore, MD",0.7549
24005440701,"Rosedale, MD",0.7548
24510270401,"Glenham-Belford, Baltimore, MD",0.7547
24510140100,"Bolton Hill, Baltimore, MD",0.7546
24510270701,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.7546
24005403801,"Baltimore County, MD",0.7543
24510120500,"Greenmount West, Baltimore, MD",0.7543
24003740203,"Severn, MD",0.7542
24005450900,"Essex, MD",0.7541
24005411102,"Kingsville, MD",0.7541
24025303206,"Bel Air, MD",0.7535
24033806714,"Greenbelt, MD",0.753
24031701417,"Silver Spring, MD",0.753
24003751000,"Glen Burnie, MD",0.7529
24003702100,"Crownsville, MD",0.7526
24510280102,"Gwynn Oak, Baltimore, MD",0.7523
24033800203,"Laurel, MD",0.7518
24013505207,"Sykesville, MD",0.7516
24005450504,"Essex, MD",0.7515
24510271001,"Baltimore, MD",0.7515
24005492001,"Parkville, MD",0.7515
24005402303,"Windsor Mill, Baltimore, MD",0.7513
24005400600,"Catonsville, MD",0.7512
24510160801,"Edmondson, Baltimore, MD",0.7512
24003751600,"Annapolis, MD",0.7512
24005408400,"Cockeysville, MD",0.7511
24005450100,"Rosedale, MD",0.751
24005420402,"Dundalk, MD",0.7508
24005440702,"Rosedale, MD",0.7507
24510280101,"Reisterstown Station, Baltimore, MD",0.7505
24510170300,"Upton, Baltimore, MD",0.7503
24033805601,"Hyattsville, MD",0.7503
24510271503,"Cross Keys, Baltimore, MD",0.7502
24003730402,"Glen Burnie, MD",0.7499
24510080500,"Darley Park, Baltimore, MD",0.7496
24025303101,"Bel Air, MD",0.7494
24510080400,"Broadway East, Baltimore, MD",0.7492
24005430400,"Halethorpe, MD",0.7487
24510130300,"Penn North, Baltimore, MD",0.7487
24005450800,"Essex, MD",0.7486
24003751700,"Crownsville, MD",0.7485
24510271300,"Roland Park, Baltimore, MD",0.7481
24027601201,"Elkridge, MD",0.7476
24005420800,"Dundalk, MD",0.7475
24003730401,"Glen Burnie, MD",0.7473
24510090500,"Better Waverly, Baltimore, MD",0.7471
24510150702,"Walbrook, Baltimore, MD",0.7471
24005402201,"Randallstown, MD",0.7467
24025303803,"Bel Air, MD",0.7464
24025303802,"Bel Air, MD",0.7463
24031701422,"Silver Spring, MD",0.7461
24510090900,"Oliver, Baltimore, MD",0.7454
24025303102,"Churchville, MD",0.7453
24510190300,"Mount Clare, Baltimore, MD",0.7449
24005492200,"Parkville, MD",0.7449
24510260101,"Cedmont, Baltimore, MD",0.7442
24027605103,"Highland, MD",0.7438
24005411404,"Parkville, MD",0.7435
24510160600,"Mosher, Baltimore, MD",0.7435
24510270501,"Woodring, Baltimore, MD",0.7428
24510200800,"Irvington, Baltimore, MD",0.7422
24510150400,"Mondawmin, Baltimore, MD",0.7422
24510280301,"Gwynn Oak, Baltimore, MD",0.7416
24510250206,"Morrell Park, Baltimore, MD",0.7416
24031701702,"Takoma Park, MD",0.7415
24510080200,"Broadway East, Baltimore, MD",0.741
24003731311,"Green Haven, Pasadena, MD",0.741
24005451402,"Middle River, MD",0.7407
24510270805,"Mid-Govans, Baltimore, MD",0.7405
24510090600,"Coldstream - Homestead - Montebello, Baltimore, MD",0.7402
24003751200,"Linthicum Heights, MD",0.7401
24005450300,"Essex, MD",0.74
24005411410,"Parkville, MD",0.7398
24005430800,"Halethorpe, MD",0.7396
24005430900,"Baltimore, MD",0.7394
24510260403,"Cedonia, Baltimore, MD",0.7392
24510160802,"Edmondson, Baltimore, MD",0.7389
24005430300,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.7383
24005400701,"Catonsville, MD",0.7383
24005452500,"Dundalk, MD",0.7379
24510261000,"Patterson Park, Baltimore, MD",0.7378
24003731308,"Pasadena, MD",0.7377
24005450501,"Essex, MD",0.7376
24029950500,"Rock Hall, MD",0.7375
24510260301,"Belair - Edison, Baltimore, MD",0.7373
24005450200,"Essex, MD",0.737
24510110200,"Downtown, Baltimore, MD",0.737
24510260700,"Fifteenth Street, Baltimore, MD",0.7364
24005451401,"Middle River, MD",0.7362
24025301703,"Abingdon, MD",0.7359
24510150200,"Sandtown-Winchester, Baltimore, MD",0.7359
24003750202,"Brooklyn Park, MD",0.7359
24005430200,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.7355
24510030200,"Little Italy, Baltimore, MD",0.7346
24510270804,"Lake Walker, Baltimore, MD",0.7345
24005405000,"Upperco, MD",0.7343
24510250401,"Brooklyn, Baltimore, MD",0.7343
24033805906,"Adelphi, MD",0.7342
24510230200,"South Baltimore, Baltimore, MD",0.734
24510180100,"Poppleton, Baltimore, MD",0.7337
24003750203,"Baltimore, MD",0.7337
24027601203,"Elkridge, MD",0.7329
24025303700,"Bel Air, MD",0.7329
24013504100,"Finksburg, MD",0.7327
24510260501,"Joseph Lee, Baltimore, MD",0.7325
24005404600,"Reisterstown, MD",0.7321
24510070300,"Milton - Montford, Baltimore, MD",0.7309
24003750900,"Glen Burnie, MD",0.7308
24510130803,"Medfield, Baltimore, MD",0.7306
24003730700,"Severna Park, MD",0.7303
24510250301,"Westport, Baltimore, MD",0.7302
24025301205,"Abingdon, MD",0.7301
24005430700,"Halethorpe, MD",0.7289
24005451702,"Middle River, MD",0.7284
24005430101,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.7283
24510250103,"Violetville, Baltimore, MD",0.728
24003731306,"Pasadena, MD",0.7279
24013514100,"Eldersburg, MD",0.7276
24025303900,"Bel Air, MD",0.7255
24510170200,"McCulloh Homes, Baltimore, MD",0.7254
24027606806,"Kings Contrivance, Laurel, MD",0.7254
24005401400,"Catonsville, MD",0.7252
24025301402,"Harford County, MD",0.7246
24003750101,"Brooklyn Park, MD",0.7245
24003740102,"Hanover, MD",0.7244
24027602100,"Ellicott City, MD",0.724
24025301204,"Abingdon, MD",0.7227
24510060200,"Baltimore, MD",0.7227
24005430104,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.7225
24510090800,"East Baltimore Midway, Baltimore, MD",0.7223
24003731204,"Pasadena, MD",0.7214
24510151300,"Central Park Heights, Baltimore, MD",0.7213
24510271101,"Radnor - Winston, Baltimore, MD",0.7212
24510271700,"Central Park Heights, Baltimore, MD",0.721
24003731004,"Annapolis, MD",0.7209
24510271900,"Glen, Baltimore, MD",0.7205
24510070200,"Madison - Eastend, Baltimore, MD",0.7194
24003750102,"Baltimore, MD",0.7194
